,song_name,song_lyrics
113,X-Static Process,"X-Static Process Lyrics[Verse 1]
I'm not myself when you're around
I'm not myself standing in a crowd
I'm not myself and I don't know how
I'm not myself, myself right now

[Chorus]
Jesus Christ, will you look at me?
Don't know who I'm supposed to be
Don't really know if I should give a damn
When you're around, I don't know who I am

[Verse 2]
I'm not myself when you go quiet
I'm not myself all alone at night
I'm not myself, don't know who to call
I'm not myself at all
[Chorus]
Jesus Christ, will you look at me?
Don't know who I'm supposed to be
Don't really know if I should give a damn
When you're around, I don't know who I am

[Bridge]
I always wished that I could find
Someone as beautiful as you
But in the process, I forgot
That I was special too

[Verse 3]
I'm not myself when you go quiet
(I'm not myself when you're around)
I'm not myself standing in a crowd
(I'm not myself all alone at night)
I'm not myself and I don't know how
(Don't know what I believe)
I'm not myself, myself right now

[Chorus]
Jesus Christ, will you look at me?
Don't know who I'm supposed to be
Someone say if I should give a damn
(Don't really know if I should give a damn)
When you're around, I don't know who I am
[Outro]
I always wished that I could find
Someone as beautiful as you
But in the process, I forgot
That I was special too
I always wished that I could find
Someone as talented as you
But in the process, I forgot
That I was just as good as you2Embed"
114,In This Life,"In This Life Lyrics[Verse 1]
Sitting on a park bench
Thinking about a friend of mine
He was only twenty-three
Gone before he had his time
It came without a warning
Didn't want his friends to see him cry
He knew the day was dawning
And I didn't have a chance to say goodbye

[Chorus]
In this life I loved you most of all
What for?
Because now you're gone and I have to ask myself
What for?
What for?
[Verse 2]
Driving down the boulevard
Thinking about a man I knew
He was like a father to me
Nothing in the world that he wouldn't do
Taught me to respect myself
Said that we're all made of flesh and blood
Why should he be treated differently?
Shouldn't matter who you choose to love

[Chorus]
In this life I loved you most of all
What for?
Because now you're gone and I have to ask myself
What for?

[Bridge]
People pass by and I wonder who's next
Who determines, who knows best
Is there a lesson I'm supposed to learn?
In this case ignorance is not bliss

[Chorus]
In this life I loved you most of all
What for?
Because now you're gone and I have to ask myself
What for?
[Bridge]
People pass by and I wonder who's next
Who determines, who knows best
Is there a lesson I'm supposed to learn?
In this case ignorance is not bliss

[Verse 3]
Have you ever watched your best friend die? (What for?)
Have you ever watched a grown man cry? (What for?)
Some say that life isn't fair (What for?)
I say that people just don't care (What for?)
They'd rather turn the other way (What for?)
And wait for this thing to go away (What for?)
Why do we have to pretend? (What for?)
Some day I pray it will end

[Outro]
I hope it's in this life
I hope it's in this life time
I hope it's in this life
I hope it's in this life time2Embed"
115,She’s Not Me,"She’s Not Me Lyrics[Verse 1: Madonna]
I shoulda seen the sign way back then
When she told me that you were her best friend
And now she's rolling, rolling, rolling
And you were stolen, stolen, stolen
She started dressing like me, and talking like me, it freaked me out
She started calling you up in the middle of the night, what's that about?

[Pre-Chorus: Madonna]
I just wanna be there when you discover
You'll wake up in the morning next to your new lover
She might cook you breakfast, and love you in the shower
The flavor of the moment, 'cause she don't have what's ours

[Chorus: Madonna]
She's not me
She doesn't have my name
She'll never have what I have
It won't be the same (It won't be the same)
[Verse 2: Madonna]
I shoulda seen the sign when you were here
Under a different light, it's all so clear
She was stealing, stealing, stealing
And now you're feeling, feeling, feeling
She started dyeing her hair and wearing the same perfume as me
She started reading my books, and stealing my looks and lingerie

[Pre-Chorus: Madonna]
I just wanna be there when you discover
You wake up in the morning next to your new lover
She might make you breakfast, and love you in the shower
The thrill is momentary, 'cause she don't have what's ours

[Chorus: Madonna]
She's not me
She doesn't have my name
She'll never have what I have
It won't be the same (It won't be the same)

[Bridge: Madonna]
She is licking her lips and she's batting her eyes
She's not me
She's got legs up to there and such beautiful hair
She's not me
Oh, devoted for life, make a beautiful wife
She's not me
If you spend some more time, I guarantee you will find
She's not me
I know I can do it better
[Verse 3: Madonna]
There's someone else to pimp your style
And hang with you a little while
And make up for the things you lack
You're gonna have to watch

[Chorus: Madonna]
She's not me
She doesn't have my name
She'll never have what I have
It won't be the same (It won't be the same)

[Interlude: Madonna]
Never let you forget
She's not me
She's not me, and she never will be
Never let you forget
She's not me
She's not me, and she never will be

[Verse 4: Pharrell Williams, Pharrell & Madonna]
Gotta find a way to show your feelings
I guess it was some bullshit saying you love me, love me
I guess my expectations hit the ceiling
When you come back, it will cost, just trust me, trust me
Wendy
[Outro: Madonna]
She's not me, she's not me
She's not me, and she never will be
She's not me, she's not me
She's not me, and she never will be
She never will be
Never will be, never will be, never will be, never will be, never will be
Never will be, never will be, never will be
Never will be, never will be, never will be
She's not me and she never will be
Never will be, never will be, never will be
She's not me
Never will be, never will be
She's not me and she never will be, she never will be5Embed"
116,Erotic,"Erotic Lyrics[Verse 1]
My name is Dita
I'll be your mistress tonight
I'll be your loved one darling
Turn off the light
I'll be your sorceress, your heart's magician
I'm not a witch, I'm a love technician

I'll be a guiding light in your darkest hour
I'm going to change your life, I'm like a poison flower

[Pre-Chorus]
Give it up, do as I say
Give it up and let me have my way
I'll give you love, I'll hit you like a truck
I'll give you love, I'll teach you how to ...
[Chorus]
Erotic, erotic, put your hands all over my body
Erotic, erotic, put your hands all over my body
All over me
All over me
All over me

[Verse 2]
We could use the cage
I've got a lot of rope
I'm not full of rage
I'm full of hope
This is not a crime and you're not on trial
Bend over baby, I'm going to make you smile

Light the candles, until they're nice and soft
And when they start to drip, I'm going to get you off

[Pre-Chorus]
Give it up, do as I say
Give it up and let me have my way
I'll give you love, I'll hit you like a truck
I'll give you love, I'll teach you how to ...

[Chorus]
Erotic, erotic, put your hands all over my body
Erotic, erotic, put your hands all over my body
All over me
All over me
All over me
[Pre-Chorus]
Give it up, do as I say
Give it up and let me have my way
I'll give you love, I'll hit you like a truck
I'll give you love, I'll teach you how to ...

I could bring you so much pleasure

[Chorus]
Erotic, erotic, put your hands all over my body
Erotic, erotic, put your hands all over my body
All over me
All over me
All over me
Erotic, erotic, put your hands all over my body
Erotic, erotic, put your hands all over my body
All over me
All over me
All over me

[Outro]
Only the one that hurts you can make you feel better
Only the one that inflicts pain can take it away

Eroti - caEmbed"
117,Mother and Father,"Mother and Father Lyrics[Verse 1]
There was a time I was happy in my life
There was a time I believed I'd live forever
There was a time that I prayed to Jesus Christ
There was a time I had a mother, it was nice

[Verse 2]
Nobody else would ever take the place of you
Nobody else could do the things that you could do
No one else I guess could hurt me like you did
I didn't understand, I was just a kid

[Pre-Chorus]
Oh, mother, why aren't you here with me?
No one else saw the things that you could see
I'm trying hard to dry my tears
Yes, father, you know I'm not so free
[Chorus]
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for

I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for

[Verse 3]
There was a time I was happy in my life
There was a time I believed I'd live forever
There was a time that I prayed to Jesus Christ
There was a time I had a mother, it was nice

[Pre-Chorus]
Oh mother, why aren't you here with me?
No one else saw the things that you could see
I'm trying hard to dry my tears
Yes father, you know I'm not so free

[Chorus]
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
[Verse 4]
My mother died when I was five
And all I did was sit and cry
I cried and cried and cried all day
Until the neighbors went away
They couldn't take my loneliness, I couldn't take their phoniness
My father had to go to work, I used to think he was a jerk
I didn't know his heart was broken
Not another word was spoken
He became a shadow of
The father I was dreaming of
I made a vow that I would never need another person ever
Turned my heart into a cage, a victim of a kind of rage
(I've got to give it up)
(I've got to give it up)
(I've got to give it up)
I've got to give it up

[Chorus]
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
I've got to give it up
Find someone to love me
I've got to let it go
Find someone that I can care for
Find someone that I can care for
Find someone that I can care for
[Outro]
I've got to give it up
I've got to give it up
I've got to give it up
I've got to give it up
I've got to give it up
I've got to give it up
I've got to let it go
I've got to give it up
Oh mother, oh father
I've got to give it up
(I've got to give it up)
(I've got to give it up)
(I've got to give it up)
(I've got to give it up)
(I've got to give it up)
(I've got to give it up)
(I've got to give it up)
(I've got to give it up)Embed"
118,Act of Contrition,"Act of Contrition Lyrics[Verse 1]
For thou art the Kingdom and the Power and the Glory
Forever and ever, amen
Hail Mary, full of grace, the Lord is with thee
Blessed art thou amongst women
And blessed is the fruit of thy

[Chorus]
Oh my God
I am heartily sorry for having offended Thee
And I detest all my sins because of Thy just punishment
But most of all, because I have offended Thee
Oh my God

[Verse 2]
Who art all good and deserving of all my love
I firmly resolve with the help of Thy grace
To confess my sins, to do penance, to amend my life
And to avoid the temptations of evil
[Chorus]
Oh my God
I am heartily sorry for having offended Thee
And I detest all my sins because of Thy just punishment
But most of all, because, my God, I have offended Thee

[Outro]
Who art all good, like I knew you would
And deserving of all my love
I reserve, I reserve, I reserve
I reserve, I resolve
I have a reservation
I have a reservation
What you do you mean it's not in the computer?!Embed"
119,I Love New York,"I Love New York Lyrics[Verse 1]
I don't like cities, but I like New York
Other places make me feel like a dork
Los Angeles is for people who sleep
Paris and London, baby, you can keep
Baby, you can keep, baby, you can keep
Baby, you can keep, baby, you can keep
Baby, you can keep, baby, you can keep
Baby, you can keep, baby, you can keep

[Chorus]
Other cities always make me mad
Other places always make me sad
No other city ever made me glad except New York
I love New York
I love New York
I love New York
[Verse 2]
If you don't like my attitude then you can F off
Just go to Texas, isn't that where they golf?
New York is not for little pussies who scream
If you can't stand the heat, then get off my street
Get off my street, get off my street
Get off my street, get off my street
Get off my street, get off my street
Get off my street, get off my street

[Chorus]
Other cities always make me mad
Other places always make me sad
No other city ever made me glad except New York
I love New York
I love New York
I love New York

[Outro]
I love New York
Get off my street, get off my street
I love New York
Get off my street, get off my street
I love New York
Get off my street, get off my street
I love New York
Get off my street, get off my street
I love New York
Get off my street, get off my street
Get off my street, get off my street
Get off my street, get off my street
Get off my street, get off my street
Get off my street, get off my street
Off my, off my, off my, off my, off my...3Embed"
120,Nothing Fails,"Nothing Fails Lyrics[Verse 1]
I'm in love with you, you silly thing
Anyone can see
What is it with you? You silly thing
Just take it from me
It was not a chance meeting
Feel my heart beating
You're the one

[Verse 2]
You could take all this, take it away
I'd still have it all
'Cause I've climbed the tree of life
And that is why, no longer scared if I fall

[Pre-Chorus]
When I get lost in space
I can return to this place
'Cause, you're the one
[Chorus]
Nothing fails, no more fears
Nothing fails, you washed away my tears
Nothing fails, no more fears
Nothing fails, nothing fails

[Post-Chorus]
I'm not religious
But I feel so moved
Makes me wanna pray
Pray you'll always be here
I'm not religious
But I feel such love
Makes me wanna pray

[Pre-Chorus]
When I get lost in space
I can return to this place
'Cause, you're the one

[Chorus]
I'm not religious
But I feel so moved, mmm
I'm not religious
Makes me wanna pray
I'm not religious (I'm not religious)
But I feel so moved
Makes me wanna pray (But I feel so moved, mmm)
Pray you'll always be here
I'm not religious (I'm not religious)
But I feel such love
Makes me wanna pray (Pray)
[Breakdown]
(I'm not religious) I'm not religious (But it makes me wanna pray)
But I feel so moved, mmm
I'm not religious (I'm not religious) (But it makes me wanna pray)
Makes me wanna pray (Makes wanna pray)
I'm not religious
But I feel so moved, mmm (Makes me wanna pray)
I'm not religious
Makes me wanna pray (Makes me wanna)

[Chorus]
Nothing fails, no more fears
Nothing fails, you washed away my tears
Nothing fails, no more fears
Nothing fails3Embed"
121,Fever,"Fever Lyrics[Intro]
You give me
You give me fever

[Verse 1]
Never know how much I love you
Never know how much I care
When you put your arms around me
I get a fever that's so hard to bear
Listen to me baby, hear every word I say
No one can love you the way I do
Because they don't know how to love you my way

[Chorus]
You give me fever, when you kiss me
Fever when you hold me tight
Fever in the morning
Fever all through the night
[Verse 2]
Sun lights up the daytime
Moon lights up the night
My eyes light up when you call my name
Because I know you're gonna treat me right
Bless my soul I love you, take this heart away
Take these arms I'll never use
And just believe in what my lips have to say

[Chorus]
You give me fever, when you kiss me
Fever when you hold me tight
Fever in the morning
Fever all through the night

[Verse 3]
Everybody's got the fever
That is something you should know
Fever isn't such a new scene
Fever started long ago
You give me fever, fever
You give me, you give me fever

[Chorus]
You give me fever, when you kiss me
Fever when you hold me tight
Fever in the morning
Fever all through the night
[Verse 4]
Romeo loved Juliet
Juliet, she felt the same
When he put his arms around her
He said Julie baby, you're my flame
He gave her fever

[Bridge]
Sun lights up the daytime
Moon lights up the night
My eyes light up when you call my name
Because I know you're gonna treat me right

[Chorus]
You give me fever, when you kiss me
Fever when you hold me tight
Fever in the morning
Fever all through the night

[Bridge]
Fever, with his kisses
Fever when he holds me tight
Everybody's got the fever
That is something you should know
Fever isn't such a new scene
Fever started long ago
[Verse 5]
Captain Smith and Pocahontas
Had a very mad affair
When her daddy tried to kill him
She said, ""Daddy oh don't you dare""
He gives me fever
With his kisses
Fever when he holds me tight
Fever, I'm his Missus
Daddy, won't you treat him right

[Outro]
Fever, when you kiss them
Fever, if you live and learn
Fever, until you sizzle
What a lovely way to burn
What a lovely way to burn3Embed"
122,Dear Jessie,"Dear Jessie Lyrics[Verse 1]
Baby face, don't grow so fast
Make a special wish that will always last
Rub this magic lantern
He will make your dreams come true for you
Ride the rainbow to the other side
Catch a falling star and then take a ride
To the river that sings and the clover that
Brings good luck to you, it's all true

[Chorus]
Pink elephants and lemonade
Dear Jessie, hear the laughter running through the love parade
Candy kisses and a sunny day
Dear Jessie, see the roses raining on the love parade
[Verse 2]
If the land of make believe
Is inside your heart it will never leave
There's a golden gate where the fairies all wait
And dancing moons for you

[Pre-Chorus]
Close your eyes and you'll be there
Where the mermaids sing as they comb their hair
Like a fountain of gold you can never grow old
Where dreams are made, your love parade

[Chorus]
Pink elephants and lemonade
Dear Jessie, hear the laughter running through the love parade
Candy kisses and a sunny day
Dear Jessie, see the roses raining on the love parade

[Post-Chorus]
Your dreams are made inside the love parade
It's a holiday inside the love parade

[Bridge]
On the merry-go-round of lovers and white turtle doves
Leprechauns floating by, this is your lullaby
Sugarplum fingertips kissing your honey lips
Close your eyes sleepy head, is it time for your bed
Never forget what I said, hang on you're already there
[Pre-Chorus]
Close your eyes and you'll be there
Where the mermaids sing as they comb their hair
Like a fountain of gold you can never grow old
Where dreams are made, your love parade

[Chorus]
Pink elephants and lemonade
Dear Jessie, hear the laughter running through the love parade
Candy kisses and a sunny day
Dear Jessie, see the roses raining on the love parade

[Post-Chorus]
Your dreams are made inside the love parade
It's a holiday inside the love parade3Embed"
123,Devil Wouldn’t Recognize You,"Devil Wouldn’t Recognize You Lyrics[Verse 1]
As quiet as it is tonight, you'd almost think you were safe
Your eyes are full of surprises, they cannot predict my fate
Waiting underneath the stars, there's something you should know
The angels, they surround my heart, telling me to let you go

[Pre-Chorus]
I bet he couldn't, I bet he couldn't recognize
But I played right into it, who am I to criticize?
Somehow I'll get through it and you won't even realize
Falling through your own disguise

[Chorus]
It's like over and over, you're pushing me right down to the floor
I should just walk away
Over and over, I keep on coming back for more
I play into your fantasy
Now that it's over, you can't lie to me right through your smile
I see behind your eyes
Now I'm sober, no more intoxicating my mind
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do, I do, I do
[Verse 2]
You almost fooled yourself this time, let all of the saints be praised
You hide your sadness behind your smile and you keep your lost heart raised (Lost heart raised)
With steps that edge along the ledge is much higher than it seems
But I've been on that ledge before, you can't hide yourself from me

[Pre-Chorus]
I bet he couldn't, I bet he couldn't recognize
I still played right into it, who am I to criticize?
Somehow I'll get through it and you won't even realize
Falling through your own disguise

[Chorus]
It's like over and over, you're pushing me right down to the floor
I should just walk away
Over and over, I keep on coming back for more
I play into your fantasy
Now that it's over, you can't lie to me right through your smile
I see behind your eyes
Now I'm sober, no more intoxicating my mind
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do
Even the devil wouldn't recognize you, I do, I do, I do

[Instrumental breakdown]
[Chorus]
It's like over and over, you're pushing me right down to the floor
I should just walk away
Over and over, I keep on coming back for more
I play into your fantasy
Now that it's over, you can't lie to me right through your smile
I see behind your eyes
Now I'm sober, no more intoxicating my mind
Even the devil wouldn't recognize you, you, you, you

[Outro]
Devil wouldn't recognize you, you, you, you, you
Devil wouldn't recognize you, you, you-you
Even the devil wouldn't recognize you, but I do, I-I, I do
You, you, you, you
Devil wouldn't recognize you (Recognize you)
I do (You, you)
Even the devil wouldn't recognize you
I-I-I-I-I do4Embed"
124,Little Star,"Little Star Lyrics[Chorus]
Never forget who you are
Little star
Never forget how to dream
Butterfly

[Verse 1]
God gave a present to me
Made of flesh and bones
My life, my soul
You make my spirit whole

[Chorus]
Never forget who you are
Little star
Shining brighter than all the stars in the sky
Never forget how to dream
Butterfly
Never forget where you come from
From love
[Verse 2]
You are a treasure to me
You are my star
You breathe new life
Into my broken heart

[Chorus]
Never forget who you are
Little star
Never forget how to dream
Butterfly

[Bridge]
May the angels protect you
And sadness forget you
Little star
There's no reason to weep
Lay your head down to sleep
Little star
May goodness surround you
My love, I have found you
Little star
Shining bright
(Little star)
You breathe new life
Into my broken heart
[Chorus]
Never forget who you are
Little star
Shining brighter than all the stars in the sky
Never forget how to dream
Butterfly
Flying higher than all the birds in the sky
Never forget who you are
Little star
Never forget where you come from
From love

[Outro]
Little star
Little star
Little star
From love1Embed"
125,Hold Tight,"Hold Tight Lyrics[Verse 1]
A million miles later
We walked through the valley of the darkest night
We made it through the fire
Scarred and we're bruised, but our hearts will guide us
Together, I know our love's gonna last forever
We're gonna be alright tonight

[Verse 2]
We'll live with no limits
We'll dance in the middle of the freezing rain
With you and I in it
Survive the eye of a hurricane
Together, we're gonna make this better
We're gonna be alright tonight
[Chorus]
Hold tight, as long as you're by my side
Hold tight, everything's gonna be alright
Only love, only love tonight
Lights off, we're burning so bright
Hold tight, everything's gonna be alright

[Drop]
Everything's gonna
Everything's gonna
Everything's gonna

[Verse 3]
A million miles later
We walked through the valley of the darkest night
We made it through the fire
Scarred and we're bruised, but our hearts will guide us
Together, I know our love's gonna last forever
We're gonna be alright tonight

[Chorus]
Hold tight, as long as you're by my side
Hold tight, everything's gonna be alright
Only love, only love tonight
Lights off, we're burning so bright
Hold tight, everything's gonna be alright
[Drop]
Everything's gonna
Everything's gonna
Everything's gonna

[Bridge]
I don't wanna breathe air that you're not breathing
I don't wanna hear if your heart's not beating
If you hurt, then I wanna be the one that's bleeding
Wanna be the one that's bleeding

[Breakdown]
Hold tight, everything's gonna be alright

[Drop]
Everything's gonna
Everything's gonna
Only love, only love tonight
Lights off we're burning so bright
Everything's gonna
Everything's gonna
Everything's gonna5Embed"
126,Promise to Try,"Promise to Try Lyrics[Verse 1]
Little girl, don't you forget her face
Laughing away your tears
When she was the one who felt all the pain

[Verse 2]
Little girl, never forget her eyes
Keep them alive inside
I promise to try
But it's not the same

[Chorus]
Keep your head held high
Ride like the wind
Never look behind, life isn't fair
That's what you said, so I try not to care
[Verse 3]
Little girl, don't run away so fast
I think you forgot to kiss
Kiss her goodbye

[Chorus]
Will she see me cry when I stumble and fall?
Does she hear my voice in the night when I call?
Wipe away all your tears, it's gonna be all right

[Bridge]
I fought to be so strong
I guess you knew
I was afraid
You'd go away too

[Verse 4]
Little girl, you've got to forget the past
And learn to forgive me
I promise to try
But it feels like a lie

[Chorus]
Don't let memory play games with your mind
She's a faded smile frozen in time
I'm still hanging on
But I'm doing it wrong
[Outro]
Can't kiss her goodbye
But I promise to try2Embed"
127,Secret Garden,"Secret Garden Lyrics[Verse 1]
In my secret garden, I'm looking for the perfect flower
Waiting for my finest hour
In my secret garden, I still believe after all
I still believe and I fall
You plant the seed and I'll watch it grow
I wonder when I'll start to show
I wonder if I'll ever know
Where my place is
Where my face is
I know it's in here somewhere
I just wish I knew the color of my hair
I know the answer's hiding somewhere
In my secret garden, there's

[Chorus]
A petal that isn't torn
A heart that will not harden
A place that I can be born
In my secret garden
A rose without a thorn
A lover without scorn
[Verse 2]
If I wait for the rain to kiss me and undress me
Will I look like a fool, wet and a mess?
Will I still be thirsty?
Will I pass the test?
And if I look for the rainbow, will I see it
Or will it pass right by
Because I'm not supposed to see
Because the blind are never free
Even at my secret garden
There's a chance that I could harden
That's why I'll keep on looking, for

[Chorus]
A petal that isn't torn
A heart that will not harden
A place that I can be born
In my secret garden
A rose without a thorn
A lover without scorn

[Verse 3]
I still believe, I still believe
Because after all is said and done
I'm still alive
And the boots have come and trampled on me
And I'm still alive
Because the sun has kissed me, and caressed me
And I'm strong, and there's a chance
That I will grow, this I know
So I'm still looking for
[Chorus]
A petal that isn't torn
A heart that will not harden
A place that I can be born
In my secret garden
A rose without a thorn
A lover without scorn

[Outro]
Somewhere in Fontainebleau
Lies my secret garden1Embed"
128,Body Shop,"Body Shop Lyrics[Verse 1]
With all these curves we might need to have the brakes looked at
So pop the hood and see what's good, I need a tune-up bad
My pressure's low, I'm on a roll but my transmission's blown
I heard a thump and then a knock

[Pre-Chorus]
I hear you work at a body shop
I hear you work at a body shop

[Chorus]
You can keep it overnight
You can do whatever you like
Working overtime
Working on my line
[Post-Chorus]
You can polish the headlights
You can smooth out the fender
You can start the ignition
We can go on a bender

[Verse 2]
Stuck to the seat, our body heat, what will you do with all this ass?
Let's shift a gears, get outta here, we're stepping on the gas
We gotta bounce, we're going fast, let's let the seat go back
You take the wheel, I'll sit on top

[Pre-Chorus]
I hear you work at a body shop
I hear you work at a body shop

[Chorus]
You can keep it overnight
You can do whatever you like
Working overtime
Working on my line
You can keep it overnight
You can do whatever you like
Working overtime
Working on my line
[Post-Chorus]
Overheating the engine
Might be blowing a gasket
Tighten up the suspension
And you don't have to ask it

[Pre-Chorus]
I, I, I, I hear you work at a body shop
I, I, I, I hear you work at a body shop

[Bridge]
I would drive to the ends of the earth for you
Jumpstart my heart, you know what you gotta do
I would ride through the dark of the night with you
Cross my heart and hope to die, it's true

[Chorus]
You can keep it overnight
You can do whatever you like
Working overtime
Working on my line
You can keep it overnight
You can do whatever you like
Working overtime
Working on my line
[Outro]
I hear you work at a body shop
I hear you work at a body shop
I hear you work at a body shop
I, I, I, I hear you work at a body shop
I hear you work at a body shop8Embed"
129,Did You Do It?,"Did You Do It? Lyrics[Intro: André Betts]
Tell me
We're gonna do that when we finish?
Yo, what's up?
What are we gonna do after we finish this?

[Verse 1: André Betts]
Tick tick tock, Mo is on the jock
I did her in the limo as we went around the block
Sucked the mole on her hip, licked the lipstick off her lip
She got real excited, yo she started to flip
She says, ""'Dré baby 'Dré baby, oh""
I said, ""Just relax, ayo chill, Mo""
We made a right turn onto Central Park West
One hand gripped the car, the other on her breast
[Chorus: Dave Murphy, Mark Goodman & André Betts]
Did you do it? You know I did it
Did you do it? You know I did it
Did you do it? You know I did it
I let the seat recline and I hit it
Did you do it? I said I did it
Did you do it? I said I did it
Did you do it? I said I did it
But I backed out quick because I thought I split it

[Refrain: Madonna]
Waiting for you, just waiting
Waiting for you
Waiting for you, just waiting
Waiting for you

[Verse 2: André Betts & Mark Goodman]
Uh, ho's in the front for the 1990's
Walking around showing off their heinies
Wiggling, they're jiggling, they're swinging and flinging
9-7-0, yo ho, your phone's ringing
You get a call from your John, you meet him at the mot'
He's chilling in a pamper and a fur coat
Your head starts spinning, you drunk too much gin and
Your jaw starts grinning, and this is the beginning
Of a night of an average ho
It ain't all about working on the streets no more
Here's another episode of dropping off a load
Peter was on the beater, I was about to explode
I couldn't hold back (So, whatcha do?)
I took her to my place (Yo, did she sit on your face?)
She was so good just like uh, Campbell's Soup
I won't try to front so here's the rude scoop
I dipped it and I stripped it and I ripped it like before
I had her screaming, nope no diddily, nope no more
I can't stop once I get started
But yo honey, uh, get them legs parted
[Refrain: Madonna]
Waiting for you, just waiting
Waiting for you
Waiting for you, just waiting
Waiting for you

[Chorus: Dave Murphy, Mark Goodman & André Betts]
Did you do it? You know I did it
Did you do it? You know I did it
Did you do it? You know I did it
I let the seat recline and I hit it
Did you do it? I said I did it
Did you do it? I said I did it
Did you do it? I said I did it
But I backed out quick because I thought I split it

[Bridge: André Betts]
Oh, my God!
They come with the rough stuff
Boy, we hit it, split it, and forget it
In the same order as you hear
But boy I'm not fronting
Don't ask what, me tell you the truth, you understand me eye?
The iron eye can get pissy, you know what I'm saying?
Clean up me rifle, clean up me rifle
Clean up me rifle, me elephant rifle
Clean up me rifle, you clean up me rifle
Clean up me rifle, elephant rifle
You know, you know, you moving slow
You make them tingle, yeah, you make them tingle
[Verse 3: André Betts]
I flipped her from the top of my head, enough said
I'm the brother with the short, short dreads
A couple different styles, a couple different flows
Just some that my souls about some girls I know
I gotta hit it hard because I go for the gusto
And I cover up the moans by turning up my stereo

[Chorus: Dave Murphy, Mark Goodman & André Betts]
Did you do it? You know I did it
Did you do it? You know I did it
Did you do it? You know I did it
I let the seat recline and I hit it
Did you do it? Yo, you know I did it
Did you do it? Yo Mark, I said I did it
Did you do it? Yo
I backed out quick 'cause I thought I split it

[Interlude: Mark Goodman & André Betts]
You didn't do it, he didn't do it
I made her go

[Refrain: Madonna & Mark Goodman]
Waiting for you, just waiting
(Yo man, she been waiting, she keep on waiting)
Waiting for you
(Yeah, she been waiting, and you have not hit it)
Waiting for you, just waiting
Waiting for you

[Outro: Dave Murphy & André Betts]
Yo, Dré... Dré!
Yo man, you're so loud, Goddamn
What's up?
Yo, we printing this mix?
I thought you did that already
You know I did it2Embed"
130,HeartBreakCity,"HeartBreakCity Lyrics[Verse 1]
Cut me down the middle
Fucked me up a little
You said I was your queen
I tried to give you everything
And now you want your freedom
You got just what you came for
A bit of fame and fortune
Now I'm no longer needed

[Pre-Chorus]
You said it was over, wanted it to end
Then you had the nerve to say that we could still be friends
You had a few secrets I was never told
Now everyone's talking and I'm the last to know
[Chorus]
Now I'm in the middle of Heartbreak City (Heartbreak City)
'Cause I'm in the middle of a world not pretty (World not pretty)
Your clever game got the best of me (Best of me)
But you ain't gonna get the rest of me (Rest of me)
'Cause I'm in Heartbreak City

[Verse 2]
Tore me into pieces
Didn't have no damn reason
I let you in my house
You helped yourself to everything
And left me with your mess
I curse the day we met
Your memory is haunting me
I wish I could forget

[Pre-Chorus]
You said it was over, wanted it to end
Then you had the nerve to say that we could still be friends
You had a few secrets I was never told
Now everyone's talking and I'm the last to know

[Chorus]
I'm in the middle of Heartbreak City (Heartbreak City)
'Cause I'm in the middle of a world not pretty (World not pretty)
Your clever game got the best of me (Best of me)
But you ain't gonna get the rest of me (Rest of Me)
'Cause I'm in Heartbreak City
[Outro]
And it's not that pretty5Embed"
