,song_name,song_lyrics
49,Cockiness (Love It),"Cockiness (Love It) Lyrics[Chorus]
Suck my cockiness, lick my persuasion
Eat my words and then swallow your pride down, down
Place my wants and needs over your resistance
And then you come around, you come around, you come around

[Verse 1]
I want you to be my sex slave
Anything that I desire
Be one with my femin-ay
Set my whole body on fire
Fair maiden Rihannagate
Taking over your empire
She may be the queen of hearts
But I'ma be the queen of your body parts
[Pre-Chorus]
No one can do you the way that I do
Boy, I want (You)

[Chorus]
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it when you eat it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it when you eat it, I love it when you eat it

[Chorus]
Suck my cockiness, lick my persuasion
Eat my words and then swallow your pride down, down
Place my wants and needs over your resistance
And then you come around, you come around, you come around

[Verse 2]
I can be your dominatrix
Just submit to my every order
Enter my diamond matrix
Devour my golden flower
Make me your priority
Place nothing above my pleasure
She may be the queen of hearts
But I'ma be the queen of your body parts
[Pre-Chorus]
No one can do you the way that I do
Boy, I want (You)

[Chorus]
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it when you eat it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it when you eat it, I love it when you eat it

[Verse 3]
Hold me down, beat it like a bully
Beat my drum, drum, like a drumline boogie (I love it when you)
Dive head first if you wanna
Sing to my body, hold me tight Mr. Lover (I love it when you)
Do it like I, do it like I say
Keep it up, boy, we can do this all day
Be my Harlem and me St. Tropez
Never found nobody that will do it this way

[Pre-Chorus]
No one can do you the way that I do
Boy, I want (You)
[Chorus]
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it when you eat it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it, I love it, I love it when you eat it
I love it when you eat it, I love it when you eat it16Embed"
50,Nobody’s Business,"Nobody’s Business Lyrics[Chorus: Rihanna]
You'll always be mine
Sing it to the world
You'll always be my boy
I'll always be your girl
Ain't nobody's business
Ain't nobody's business
Ain't nobody's business
But mine and my baby
Mine and my baby
But mine and my baby
But mine and my baby (Ooh)

[Post-Chorus: Chris Brown]
I love to, love to, love you, baby
I love to, love to, love you, baby (Woo, woo)
Me and you, get it? (Woo, woo)
Ain't nobody's business
Said it, it ain't nobody's business (Woo, woo)
[Refrain: Rihanna]
Your love is perfection
Please point me in the right direction
I'ma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you
I wonder, can we become love's persona?

[Pre-Chorus: Rihanna]
You'll always be the one that I wanna come home to, boy
Let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want now
[Chorus: Rihanna]
You'll sing it to the world
Baby, give me time
I'ma be your girl
And I wanna make you mine
And it ain't nobody's business
It ain't nobody's business
It ain't nobody's business
It ain't nobody's business just mine and my baby
Ooh, ooh
Ooh, ooh
[Refrain: Chris Brown]
Your love is perfection
Please point me in the right direction
I'ma give you all my affection
Every touch becomes infectious
Let's make out in this Lexus
There's no other love just like this
A life with you
I wonder, can we become love's persona?

[Pre-Chorus: Chris Brown]
You'll always be the one that I wanna come home to, girl
Let me love you and show you how special you are
I wanna be your baby, you'll always be my baby
Tell me what you want

[Chorus: Chris Brown with Rihanna]
Sing it to the world
Baby, give me time (Give me time)
You gon' be my girl (Oh, girl)
I wanna make you mine
And it ain't nobody's business (No)
It ain't nobody business (No)
It ain't nobody business
It ain't nobody business just mine and my baby
It ain't no (Ah), it, it, it ain't no
It, it, it ain't no, it ain't no (Ah-ah-ah-ah)
Ain't nobody business
Said it ain't nobody's business
It ain't nobody's business
It ain't nobody's business (Ain't nobody)
[Outro: Rihanna & Chris Brown]
You'll always be mine (Mine)
Sing it to the world (World, baby)
You'll always be my boy (Woo)
You'll always be my girl, yeah
Ain't nobody's business (Nobody's business)
Ain't nobody's business (Ain't nobody's business)
Ain't nobody's business (Nobody)
But mine and my baby20Embed"
51,You Da One,"You Da One Lyrics[Intro]
You da one that I dream about all day
You da one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is my love

[Verse 1]
Baby, I love you
I need you here with me all the time
Baby, we meant to be
You got me smiling all the time

[Pre-Chorus]
'Cause you know how to give me that
You know how to pull me back when I go runnin', runnin'
Tryna get away from loving ya
You know how to love me hard
I won't lie, I'm falling hard
Yep, I'm falling for ya, but there's nothin' wrong with that
[Chorus]
You da one that I dream about all day
You da one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is my love
You da one that I dream about all day
You da one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is mine

[Verse 2]
Baby come, take me now
Hold me now, make me come alive
You got the sweetest touch
I'm so happy you came in my life

[Pre-Chorus]
'Cause you know how to give me that
You know how to pull me back when I go runnin', runnin'
Tryna get away from loving ya
You know how to love me hard
I won't lie, I'm falling hard
Yep, I'm falling for ya but there's nothin' wrong with that

[Chorus]
You da one that I dream about all day
You da one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is my love
You da one that I dream about all day (You are the one)
You da one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is mine
[Bridge]
And yes, I'm kinda crazy
That's what happens, baby
When you put it down
You shouldn't give it to me good like that
Shouldn't hit it like that
Had me yellin' like that
Didn't know you would've had me coming back
You the one that I'm feelin'
You the one that I'm lovin'
Ain't no other niggas like you
No, there's just one, one, one, one, one, one
No, baby, just one, one, one, one
I bet you wanna know

[Chorus]
You da one that I dream about all day
You da one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is my love (Your love is mine)
You da one that I dream about all day (You are the one)
You da one that I think about always
You are the one, so I make sure I'll behave
My love is your love, your love is mine30Embed"
52,American Oxygen,"American Oxygen Lyrics[Chorus]
Breathe out, breathe in
American oxygen, woah
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen

[Refrain]
American oxygen
Breathe in this feeling
American, American oxygen

[Verse 1]
Oh say, can you see - this is the American Dream
Young girl, hustlin' on the other side of the ocean
You can be anything at all in America, America (America, America)
I say if you can't see
Just close your eyes and breathe
[Chorus]
Breathe out, breathe in
American oxygen, whoa
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen

[Refrain]
American oxygen
Breathe in, this feeling
American, American oxygen
American oxygen
Breathe in, this feeling
American, American oxygen

[Verse 2]
Oh say, can you see - this is the American Dream
Young boy, hustlin', tryna get the wheels in motion
But he can be anything at all in America, America
(America, America)
I say if you can't see
Just close your eyes and breathe
[Chorus]
Breathe out, breathe in
American oxygen, whoa
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen

[Bridge]
This is the new America
We are the new America
This is the new America
We are the new America
This is the new America
We are the new America
This is the new America
We are the new America

[Chorus]
Breathe out, breathe in
American oxygen, whoa
Every breath I breathe
Chasin' this American Dream
We sweat for a nickel and a dime
Turn it into an empire, whoa
Breathe in this feeling
American, American oxygen
[Refrain]
American oxygen
Breathe in, this feeling
American, American oxygen
American oxygen
Breathe in, this feeling
American, American oxygen

[Outro]
This is the new America
We are the new America
This is the new America
We are the new America102Embed"
53,Get It Over With,"Get It Over With Lyrics[Verse 1]
It's dark in the day
I'll say now don't complain
Look up, the sun is just a cloud away
You're so afraid to cry
But your heart be feeling dry
It's time to change
But you keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you just rain?
And get it over with

[Verse 2]
When I feel the pain
Now, babe, I won't complain
I hear you say, ""Look up, the sun is just a cloud away""
And now we're so afraid to cry
When you need a wave to ride, that's the way
You keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you just fucking rain?
And get it over with
[Chorus]
And get it over with
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
It's alright
We can roll In the clouds
Getting high
We can float in the clouds
It's alright
We can roll in the clouds
Getting high
We can float in the clouds
It's alright
We can roll on the clouds
Getting high
We can float in the clouds

[Verse 3]
Keep thunderin', thunderin'
I'm wonderin', wonderin' why you keep thunderin'
Won't you fucking just rain?
And get it over with
[Chorus]
And get it over with
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
I see you rolling it
Let's get it over with
Get high and float again
Roll up and go again
It's alright
We can roll In the clouds
Getting high
We can float in the clouds
It's alright
We can roll in the clouds
Getting high
We can float in the clouds
It's alright
We can roll on the clouds
Getting high
We can float in the clouds
We should be lighting it up
We should be lighting it up
Started with a lighting
It's dark in the day now
Say now don't complain
Look up, the sun is just a cloud away16Embed"
54,Pour It Up (Remix),"Pour It Up (Remix) Lyrics[Intro: Young Jeezy]
Say, Rih-Rih, let’s take this shit to the street one-time, you know? (it's the remix)
Throwin’ hundreds like loose change, still got my money (AY)
Got your broad in that Mulsanne, that Bentley homie (haha)
Seats whiter than cocaine, that .40 on me (yeah)
Got me and Chi-Chi, bring broads, mane - she like my homie (let's go!)

[Young Jeezy]
I’m King Tut with my gold chain (gold chain), my partner with me, he the dope mane (yeeeah)
Straight gas nigga, that BP on that E-40, that OG (AY)
These bitch niggas be actin' up, these hoes niggas be actin' foul (CHEA)
They’ll grind with you, they’ll shine with you, be  pointin’ fingers off at your trial (daaamn)
My Rolls Royce with my driver in it, gettin’ fucked up ‘cause I ain’t got to drive (yeeah)
That Kendrick on them bottles came, poured a Swimming Pool, now we 'bout to dive (that's right)
Got one room, got three bitches nigga damn right that’s where they’re supposed to be (yeeeah)
Two Glock .40s at all time gon' shoot back a nigga shooting me, you know it
Haha, yeah...
[Hook: Rihanna]
Oh-ohhhhhh-ohhh-oh-oh-oh
All I see is signs, all I see is dolla' signs
Oh-ohhh-ohhh-ohhh-oh-oh-oh
Money on my mind, money-money on my mind
Throw it-throw it up, watch it fall out from the sky
Throw it up-throw it up, watch it all fall out
Pour it up-pour it up, that's how we ball out
Throw it up-throw it up, watch it all fall out
Pour it up pour it up, that's how we ball out
That's how we ball out
That's how we ball out
That's how we ball out
[Rick Ross over Hook]
It's the biggest nigga in the game
Sexy bitches world wide, whassap?
Fuck with me huh? Yeah (M-M-M-M-Maybach Music)

[Rick Ross]
My foreign cars, domestic beefs (HUH)
Peter Luger’s, the better seats
Dollar after dollar (dollar) bottle after bottle (bottle)
Late for you haters even though my plane charter
Suede Bally shoes, true rude boy
Ferrari 400 horses, we do it for cool points (HAHA)
Baby, do the math, I’m coppin’ Chanel bags
Talkin’ Belle Harbour, cigars by Hermes (WOOOO...)
Know we ran the streets, eatin’ cold bully beef (HUH)
Now we at the Grammys, Tom Ford to my feet (AH-HAH)
Boss on the avi, Rihanna screensaver
Whenever you see fat boy, I know it mean paper
M-M-Maybach Music
[Juicy J]
We trippy mane.. uh
Juicy J pourin’ up codeine, Benz all white, no chlorine
Bad chick with me got ass and titties, freaky bitch gon’ fuck the whole team (yeah ho!)
Ziplock bag full of OG, I go in like a door key
Your girlfriend down on both knees, she catch more balls than a goalie
Purple all in my sprite, I’m high as Denzel on Flight
Scared money don’t make no money, you niggas shaky like dice
I’m in the bed with your wife - we poppin’ pills, we goin’ hard
When she with you she a church girl, when she with me she a pornstar
Smokin’ on doobies like cigarettes, which one these strippers give head the best?
Pussy so good that I think I’m in love; what am I saying? It must be the drugs (drugs, drugs)
Pour it up, pop that ass, I make it rain ho (yeah ho!)
I’ll make it flood, shorty, you might need a raincoat

[Rihanna]
Strip clubs and dolla' bills - still got mo' money
Patron shots can I get a refill - still got mo' money
Strippers going up and down that pole - still got mo' money
4'o clock and we ain't going home cause I still got mo' money
Money make the world go round - still got mo' money
Bands make you girl go down - still got mo' money
Lot more where that came from - still got mo' money
The look in your eyes, I know you want some - still got mo' money

[Interlude: Rihanna]
Pour it up-pour it up, that's how we ball out
That's how we ball out
That's how we ball out
That's how we ball out
[T.I. & (Rihanna)]
Aight Rih, let get it baby
TURN UP!

I catch a case and I go to jail (still got mo' money)
I came home and went back, oh well (still got mo' money)
I’m multiplying everything I spend (still got mo' money)
These trap niggas I represent (still got mo' money)
It’s Hustle Gang and we poppin’, got big bank rolls in our pockets
Hoppin’ out a foreign vehicle (what), throwin’ forty Gs, ain’t no issue, bitch, bitch!
I’m thorough as it get, official, bitch, bitch!
Better watch your pussy poppin’ - I might wanna come and get you, bitch
Now everywhere you may see me surrounded by bad bitches like Rih-Rih
Got them booty shots, look like Nicki, face and toes pretty, I’m picky
See these trap niggas, they honor me and these rap niggas up under me
Ain’t nothin’ for me to get a hundred keys and then stimulate the economy, like..
YUP, HEY, YUP, YUP, HEY, YUP
Okay, okay

[Hook: Rihanna]
Oh-ohhhhhh-ohhh-oh-oh-oh
All I see is signs, all I see is dolla' signs
Oh-ohhh-ohhh-ohhh-oh-oh-oh
Money on my mind, money-money on my mind
Throw it-throw it up, watch it fall out from the sky
Throw it up-throw it up, watch it all fall out
Pour it up-pour it up, that's how we ball out
Throw it up-throw it up, watch it all fall out
Pour it up pour it up, that's how we ball out
That's how we ball out
That's how we ball out
That's how we ball out4Embed"
55,No Love Allowed,"No Love Allowed Lyrics[Verse 1]
911, it's a critical emergency, yeah
Better run-run-run
Come and charge him with the 1-4-3, yeah
Told me this world was mine
Such a beautiful lie
Now it's done, done, done
And his love is no more for me
Hand in the air as he waved me goodbye
He say he care, but no tears in his eyes
And ask me if I'm alright
Nigga, is you blind?

[Chorus]
Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Oh yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah
[Verse 2]
Fi-Fo-Fum, like the sky is falling down on me
Numb-numb-numb
He so cold, he doesn't feel a thing
Broken heart was the case
Go on and put him away
He's the only one-one-one I ever let get the best of me
Hand in the air as he waved me goodbye
He say he care, but no tears in his eyes
And ask me if I'm alright
Nigga, is you blind?

[Chorus]
Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
Yeah, yeah, yeah, yeah, yeah, yeah
Oh yeah, yeah, yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah, yeah, yeah

[Bridge]
Usually I'm the one that they cry for
But this man, he's the one that I'd die for
Mama said there's no 'cause for a rebel
Do you hear me now?
No love, no love, no love allowed
[Chorus]
Like a bullet, your love hit me to the core
I was flying 'til you knocked me to the floor
And it's so foolish how you keep me wanting more
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed
I'm screaming murderer, how could you murder us?
I call it murder, no love allowed31Embed"
56,Cheers (Drink to That),"Cheers (Drink to That) Lyrics[Intro: Robert Campbell]
(One, two) We takin' shots in here, you want one?
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)

[Chorus]
Cheers to the freakin' weekend
I drink to that, yeah, yeah
Oh, let the Jameson sink in
I drink to that, yeah, yeah
Don't let the bastards get you down
Turn it around with another round
There's a party at the bar
Everybody, put your glasses up and I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
[Verse 1]
Life's too short to be sitting 'round miserable
And people gon' talk whether you doing bad or good, yeah
Got a drink on my mind and my mind on my money, yeah
Looking so bomb, gonna find me a honey

[Pre-Chorus]
Got my Ray-Bans on and I'm feeling hella cool tonight, yeah
Everybody's vibing, so don't nobody start a fight, yeah

[Chorus]
Cheers to the freakin' weekend
I drink to that, yeah, yeah
Oh, let the Jameson sink in
I drink to that, yeah, yeah
Don't let the bastards get you down
Turn it around with another round
There's a party at the bar
Everybody, put your glasses up and I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)

[Verse 2]
'Bout to hop on the bar, put it all on my card tonight, yeah
Might be mad in the morning, but you know we goin' hard tonight
It's getting Coyote Ugly up in here, no Tyra
It's only up from here, no downward spiral
[Pre-Chorus]
Got my Ray-Bans on and I'm feeling hella cool tonight, yeah
Everybody's vibing, so don't nobody start a fight, yeah

[Chorus]
Cheers to the freakin' weekend
I drink to that, yeah, yeah
Oh, let the Jameson sink in
I drink to that, yeah, yeah
Don't let the bastards get you down
Turn it around with another round
There's a party at the bar
Everybody, put your glasses up and I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
And I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)

[Chorus]
Cheers to the freaking weekend
I drink to that, yeah, yeah
Oh, let the Jameson sink in
I drink to that, yeah, yeah
Don't let the bastards get you down
Turn it around with another round
There's a party at the bar
Everybody, put your glasses up and I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
And I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
I drink to that
(Yeah, yeah, yeah, yeah, yeah, yeah)
(Yeah, yeah, yeah, yeah, yeah, yeah)
And I drink to that202Embed"
57,Hard,"Hard Lyrics[Intro: Rihanna & Jeezy]
Yeah, yeah, yeah (Yeah, yeah, yeah, yeah, yeah, yeah)
Yeah, yeah, yeah (Ah yeah, yeah, yeah yeah, yeah, yeah)
Ah yeah yeah yeah (Ah yeah yeah yeah, haha)
Ah yeah (Ah yeah) ah yeah (Ah yeah, ah yeah)
Ah yeah (Ah yeah) yeah (Yeah)
Ah yeah (Ah yeah) ah yeah (Ah yeah)
Ah yeah (Ah yeah) yeah (Yeah)

[Verse 1: Rihanna & Jeezy]
They can say whatever, I'ma do whatever
No pain is forever, yup! You know this (Young!)
Tougher than a lion, ain't gon' needa try it
I live where the sky ends, yup! You know this (Young!)
Never lying, truth-teller
That Rihanna reign just won't let up
All-black on, blacked-out shades (Shades)
Blacked-out Maybach
I'ma rock this shit like fashion
As in, going 'til they say stop (Hold up)
And my runway never looked so clear
But the hottest bitch in heels right here (Here)
No fear, and while you're getting your cry on
I'm getting my fly on
Sincere, I see you aiming at my pedestal
I better let you know
[Chorus: Rihanna & Jeezy]
That I, I, I, I'm so hard (So hard)
Yeah, yeah, yeah, I'm so hard (Too hard)
That I, I, I, I'm so hard (So hard)
Yeah, yeah, yeah, I'm so hard (Too hard)
That I, I, I, I'm so hard (So hard)
Yeah, yeah, yeah, I'm so hard (Too hard)
So hard (Yeah!) so hard (Yeah!)
So hard (Yeah!) so hard (Yeah!)

[Post Chorus: Rihanna & Jeezy]
Brrah, ah (Yeah, yeah, yeah)
That Rihanna reign just don't let up
Brrah, ah, ah (Yeah, yeah, yeah)
That Rihanna reign just don't let up
Brrah, ah (Yeah, yeah, yeah)
That Rihanna reign just don't let up
So hard (Yeah!) so hard (Yeah!)
So hard (Yeah!) so hard (Yeah!)

[Verse 2: Rihanna & Jeezy]
All up on it, know you wanna clone it
Ain't like me, that chick too phony (Young!)
Ride this beat, beat, beat like a pony
Meet me at the top, top, top getting lonely (Young!)
Who think they test me now?
Run through your town, I shut it down
Brilliant, resilient
Fan mail from twenty-seven million (Young!)
And I want it all
It's gonna take more than that, hope that ain't all you got
I need it all (Hold up!)
The money, the fame, the cars, the clothes
I can't just let you run up on me like that
All on me like that, yeah
I see you aiming at my pedestal
So I think I gotta let you know
[Chorus: Rihanna & Jeezy]
That I, I, I, I'm so hard (So hard)
Yeah, yeah, yeah, I'm so hard (Too hard)
That I, I, I, I'm so hard (So hard)
Yeah, yeah, yeah, I'm so hard (Too hard)
That I, I, I, I'm so hard (So hard)
Yeah, yeah, yeah, I'm so hard (Too hard)
So hard (Yeah!) so hard (Yeah!)
So hard (Yeah!) so hard (Yeah!)

[Verse 3: Jeezy]
It's go hard or go home, back to your residence
Soon the Red Dogs give the block back to the presidents
I used to run my whole block like Obama them
You ain't gotta believe me, go ask my momma them
Couldn't even come in my room, smelled like a kilo
Look like me and two of my boys playing casino
Count the style I keep in my bag, they can't afford it
Tell 'em ""Give me back my swag,"" they tryna clone it
See my Louis chucks, Louis flag, Louis frames
Louis belt, what that make me, Louis Mane?
I'm in the all-white party wearing all black
With my new black watch, call it the heart attack
Cardiac arrest, Carti'ac a wrist
Yeah, they say they hard, they ain't hard as this
Hard: the one word describes me
If I wasn't doing this, you know where I'd be to 'em
[Bridge: Rihanna & Jeezy]
Where them girls talking trash? Where them girls talking trash?
Where they at? Where they at? Where they at?
Where them bloggers at? Where them bloggers at?
Where they at? Where they at? Where they at?
Where your lighters at? Where your lighters at?
Where they at? Where they at? Where they at?
So hard (Yeah!) so hard (Yeah!)
So hard (Yeah!) so hard (Yeah!)

[Chorus: Rihanna & Jeezy]
That I, I, I, I'm so hard (Yeah!)
Yeah, yeah, yeah, I'm so hard (Yeah!)
That I, I, I, I'm so hard (So hard)
Yeah, yeah, yeah, I'm so hard (Too hard)
So hard, so hard (So hard)
So hard, so hard (Too hard)

[Outro: Rihanna]
That I, I, I33Embed"
58,Phresh Out the Runway,"Phresh Out the Runway Lyrics[Intro: Rihanna]
I see you walk
I hear you, boy
I see you walk

[Verse 1: Rihanna]
Love it, then come and get it
I know that ya fuckin' with it
Ya see me, ya like it, huh?
Heels Givenchy, huh?
Love it, then play it back
Plus where the 40 at?
I'm fucking ya cheap trill
On top of my 50 mill
We eating the cake killa
Own it, but don't kill her
My jewelers are diamond rollers
My rock, chinchilla
Some more for the fun
I'm rolling like rockstars
I got 50 muthafuckers in my watch
With my bandz out
[Chorus: The-Dream]
Phresh out the runway
Phresh out, phresh out the runway
Phresh, phresh out the runway
Phre-phre-phresh out the runway
Bitch, I'm phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phre-phre-phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out phresh out hold up

[Verse 2: Rihanna]
Venus, I'm out at coast
My bitches don't know
Fuck with her
My designer drip to the fucking flo'
Be out in that
They like 'em in all them honey stuffs
Monas are rolling loudies
And my bitches so Bulgari
Bodies of Ducatis
Do what the fuck you want
I bet you niggas gon' be like
""Bitch, this my fucking song""
How could you be so hood?
But you so fucking pop?
How could you be so fun
And sound like you selling rocks?
What's in the ching dollaz'?
What's in my chain dollaz'?
All of the bank dollars
Got change for small dollars
Everything plain dollars
I was in the back line
I'm standing in the bank line
You throwing up the gang sign
[Chorus: The-Dream & Rihanna]
Phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phre-phre-phresh out the runway
Bitch, I'm phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out the runway
Phresh out, phresh out the runway (I see you walk)
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway (I hear you, boy)
Phresh out, phresh out the runway
Phresh out, phresh out, hold up

[Bridge: Rihanna]
I bet you wanna know what my crew about
You really wanna know how we get down
Walk up in this bitch like we own this, ho
Own this hoe, like we own this ho
I bet you wanna know what I'm all about
You really wanna know how I get down
Walk up in this bitch like I own the ho
I own a ho
[Hook: The-Dream & Rihanna]
Phresh out the runway
Phresh out, phresh out the runway
Phresh, phresh out the runway
Phre-phre-phresh out the runway
Bitch, I'm phresh out the runway
Phresh out, phresh out the runway
Phresh, phresh out the runway
Phresh out, phresh, phresh, phresh, phresh
Phresh out the runway
Phresh out, phresh out the runway (I see you walk)
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phresh out, phresh out the runway (I hear you, boy)
Phresh out, phresh out the runway
Phresh out, phresh out, hold up

[Outro: The-Dream & Rihanna]
-nway
Phresh out, phresh out the runway
Phresh out, phresh out the runway
Phre-phre-phresh out the runway
Phresh out, phresh out the runway (dup-dup-dup-dup)
Phresh out, phresh out the runway
Phresh out, phresh out
Phre-phresh out, phre-phresh out the runway11Embed"
59,Where Have You Been,"Where Have You Been Lyrics[Verse 1]
I've been everywhere, man, looking for someone
Someone who can please me, love me all night long
I've been everywhere, man, looking for you, babe
Looking for you, babe, searching for you, babe

[Pre-Chorus]
Where have you been?
'Cause I never see you out
Are you hiding from me, yeah?
Somewhere in the crowd, oh

[Chorus]
Where have you been?
All my life, all my life
Where have you been all my life?
Where have you been all my life?
Where have you been all my life?
Where have you been all my li—
[Verse 2]
I've been everywhere, man, looking for someone
Someone who can please me, love me all night long
I've been everywhere, man, looking for you, babe
Looking for you babe, searching for you baby

[Pre-Chorus]
Where have you been?
'Cause I never see you out
Are you hiding from me, yeah?
Somewhere in the crowd, oh

[Chorus]
Where have you been?
All my life, all my life
Where have you been all my life?
Where have you been all my life?
Where have you been all my life?
Where have you been all my li-i-i-i-ife?

[Interlude]
Where have you been all my li-i-i-i—?
Y-You
Y-You
Y-You
[Bridge]
You can have me all you want
Any way, any day
Just show me where you are tonight
Oh yeah, yeah, yeah, oh

[Outro]
I've been everywhere, man, looking for someone
Someone who can please me, love me all night long
I've been everywhere, man, looking for you, babe
Looking for you, babe, searching for you, babe29Embed"
