,song_name,song_lyrics
10,Unchained Melody,"Unchained Melody Lyrics[Verse]
Oh, my love, my darling
I've hungered
For your touch
A long, lonely time
Time goes by
So slowly
And time can do so much
Are you, still mine?
I need your love, I need your love
God speed your love to me

[Bridge]
Lonely rivers flow to the sea, to the sea
To the open arms of the sea
Lonely rivers cry, wait for me, wait for me
I'll be coming home, wait for me
[Verse]
My love, my darling
I've hungered for your touch
A long, lonely time
I need your love, I need your love
God speed your love, to me11Embed"
11,Don’t Be Cruel,"Don’t Be Cruel Lyrics[Verse 1]
You know I can be found
Sitting home all alone
If you can't come around
At least please telephone

[Hook]
Don't be cruel to a heart that's true

[Verse 2]
Baby, if I made you mad
For something I might have said
Please, let's forget my past
The future looks bright ahead

[Hook]
Don't be cruel to a heart that's true
[Bridge]
I don't want no other love
Baby, it's just you I'm thinkin' of

[Verse 3]
Don't stop thinking of me
Don't make me feel this way
C'mon over here and love me
You know what I want you to say

[Hook]
Don't be cruel to a heart that's true

[Bridge]
Why should we be apart?
I really love you, baby, cross my heart

[Verse 4]
Let's walk up to the preacher
And let us say ""I do""
Then you'll know you'll have me
And I'll know that I'll have you

[Hook]
Don't be cruel to a heart that's true
[Bridge]
I don't want no other love
Baby, it's just you I'm thinkin' of

[Hook]
Don't be cruel to a heart that's true
Don't be cruel to a heart that's true

[Bridge]
I don't want no other love
Baby, it's just you I'm thinkin' of9Embed"
12,Blue Christmas,"Blue Christmas Lyrics[Verse 1]
I'll have a blue Christmas without you
(Ooh, ooh, ooh, ooh)
I'll be so blue just thinking about you
(Ooh, ooh, ooh, ooh)

Decorations of red on a green Christmas tree
(Ahh, ahh)
Won't be the same dear, if you're not here with me
(Ooh)

[Verse 2]
And when those blue snowflakes start fallin'
(Ooh, ooh, ooh, ooh)
That's when those blue memories start callin'
(Ooh, ooh, ooh, ooh)
You'll be doin' all right, with your Christmas of white
(Ahh, ahh)
But I'll have a blue, blue, blue, blue Christmas

[Bridge]
(Ooh, ah ooh)
(Ooh, ah ooh)

[Outro]
You'll be doin' all right, with your Christmas of white
(Ahh, ahh)
But I'll have a blue, blue, blue, blue Christmas
(Ooh, ooh, ooh, ooh)12Embed"
13,Burning Love,"Burning Love Lyrics[Verse 1]
Lord Almighty
I feel my temperature rising
Higher higher
It's burning through to my soul
Girl, girl, girl, girl
You're gonna set me on fire
My brain is flaming
I don't know which way to go

[Chorus]
Your kisses lift me higher
Like a sweet song of a choir
You light my morning sky
With burning love
[Verse 2]
Ooh, ooh, ooh
I feel my temperature rising
Help me, I'm flaming
I must be a hundred and nine
Burning, burning, burning
And nothing can cool me
I just might turn into smoke
But I feel fine

[Chorus]
'Cause your kisses lift me higher
Like a sweet song of a choir
And you light my morning sky
With burning love

[Verse 3]
It's coming closer
The flames are now licking my body
Won't you help me
I feel like I'm slipping away
It's hard to breathe
And my chest is a-heaving
Lord, have mercy
I'm burning a hole where I lay
[Chorus]
Your kisses lift me higher
Like the sweet song of a choir
You light my morning sky
With burning love
With burning love
(Ah, ah, burning love)

[Outro]
I'm just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love
Just a hunk, a hunk of burning love7Embed"
14,Always on My Mind,"Always on My Mind Lyrics[Verse 1]
Maybe I didn't treat you
Quite as good as I should have
Maybe I didn't love you
Quite as often as I could have

[Pre-Chorus]
Little things I should have said and done
I just never took the time

[Chorus]
You were always on my mind
(You were always on my mind)
You were always on my mind

[Verse 2]
Maybe I didn't hold you
All those lonely, lonely times
And I guess I never told you
I'm so happy that you're mine
[Pre-Chorus]
If I made you feel second best
Girl, I'm so sorry I was blind

[Chorus]
You were always on my mind
(You were always on my mind)
You were always on my mind

[Bridge]
Tell me
Tell me that your sweet love hasn't died
Give me
Give me one more chance to keep you satisfied, satisfied

[Pre-Chorus]
Little things I should have said and done
I just never took the time

[Chorus]
You were always on my mind
(You were always on my mind)
You were always on my mind
You were always on my mind

[Outro]
Maybe I didn't treat you
Quite as good as I should have
Maybe I didn't love you
Quite as often as I could have
Maybe I didn't hold you
All those lonely, lonely times
And I guess I never told you
I'm so happy that you're mine
Maybe I didn't treat you
Quite as good as I should have13Embed"
15,(You’re The) Devil In Disguise,"(You’re The) Devil In Disguise Lyrics[Chorus]
You look like an angel
Walk like an angel
Talk like an angel
But I got wise
You're the devil in disguise
Oh yes you are
The devil in disguise

[Verse 1]
You fooled me with your kisses
You cheated and you schemed
Heaven knows how you lied to me
You're not the way you seemed

[Chorus]
You look like an angel
Walk like an angel
Talk like an angel
But I got wise
You're the devil in disguise
Oh yes you are
The devil in disguise
[Verse 2]
I thought that I was in heaven
But I was sure surprised
Heaven help me, I didn't see
The devil in your eyes

[Chorus]
You look like an angel
Walk like an angel
Talk like an angel
But I got wise
You're the devil in disguise
Oh yes you are
The devil in disguise

[Guitar Solo]

[Outro]
You're the devil in disguise
Oh yes you are
The devil in disguise
Oh yes you are
The devil in disguise
Oh yes you are
The devil in disguise
Oh yes you are
The devil in disguise7Embed"
16,My Way,"My Way Lyrics[Verse 1]
And now the end is near
So I face the final curtain
My friend, I'll say it clear
I'll state my case of which I'm certain

[Verse 2]
I've lived a life that's full
I've traveled each and every highway
And more, much more than this
I did it my way

[Verse 3]
Regrets, I've had a few
But then again, too few to mention
I did what I had to do
And saw it through without exception
[Verse 4]
I planned each charted course
Each careful step along the byway
Oh, and more, much more than this
I did it my way

[Verse 5]
Yes, there were times, I'm sure you knew
When I bit off more than I could chew
But through it all when there was doubt
I ate it up and spit it out
I faced it all and I stood tall
And did it my way

[Verse 6]
I've loved, I've laughed and cried
I've had my fill, my share of losing
And now as tears subside
I find it all so amusing
To think I did all that
And may I say, not in a shy way
Oh, no, no not me
I did it my way

[Verse 7]
For what is a man, what has he got
If not himself, then he has not
To say the words he truly feels
And not the words of one who kneels
The record shows I took the blows
And did it my way
The record shows I took the blows
And did it my way3Embed"
17,Stuck on You,"Stuck on You Lyrics[Verse 1]
You can shake an apple off an apple tree
Shake-a, shake-a sugar, but you'll never shake me
Uh-uh-uh
No-sir-ee, uh, uh
I'm going to stick like glue
Stick, because I'm
Stuck on you

[Verse 2]
I'm going to run my fingers thru your long black hair
Squeeze you tighter than a grizzly bear
Uh-uh-uh
Yes-sir-ee, uh, uh
I'm going to stick like glue
Stick, because I'm
Stuck on you
[Verse 3]
Hide in the kitchen, hide in the hall
Ain't gonna do you no good at all
'Cause once I catch you and the kissing starts
A team of wild horses couldn't tear us apart

[Verse 4]
Try to take a tiger from his daddy's side
That's how love is going to keep us tied
Uh-uh-uh
Oh yeah, uh, uh
I'm gonna stick like glue
Stick, because I'm
Stuck on you

[Verse 3]
Hide in the kitchen, hide in the hall
Ain't gonna do you no good at all
'Cause once I catch you and the kissing starts
A team of wild horses couldn't tear us apart

[Verse 4]
Try to take a tiger from his daddy's side
That's how love is going to keep us tied
Uh-uh-uh
Yes-sir-ee, uh, uh
I'm gonna stick like glue, yeah yeah
Because I'm stuck on you
I'm gonna stick like glue, yeah yeah
Because I'm stuck on you
I'm gonna stick like glue, yeah yeah
Because I'm stuck on you4Embed"
18,I Can’t Stop Loving You,"I Can’t Stop Loving You Lyrics[Verse 1]
I can't stop loving you
I said  I've made up my mind, yes I did
To live in memory
Of such an lone-, lonely time

[Verse 2]
And I can't stop wanting you
I said It's useless to say, yes I did
So I'll just live my life
In dreams of yesterday

[Verse 3]
Those happy hours
All that we once knew
Though long ago
They still make me blue
[Verse 4]
They say that time
It heals a broken heart
But time has stood still
Since we've been apart

[Verse 1]
I can't stop loving you
So I've made up my mind, yes I did
To live in memory
Of such an lone-, lonely time

[Verse 2]
And I can't stop wanting you
I said it's useless to say, yes I did
So I'll just live my life
In dreams of yesterday1Embed"
19,All Shook Up,"All Shook Up Lyrics[Verse 1]
Uh, well, a-bless my soul, what's wrong with me?
I'm itchin' like a man on a fuzzy tree
My friends say I'm actin' wild as a bug
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah

[Verse 2]
Well, my hands are shaky and my knees are weak
I can't seem to stand on my own two feet
Who do you thank when you have such luck?
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah

[Bridge]
Well, please don't ask me what's on my mind
I'm a little mixed up, but I feel fine
When I'm near the girl that I love best
My heart beats so it scares me to death
[Verse 3]
When she touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah

[Bridge]
My tongue gets tied when I try to speak
My insides shake like a leaf on a tree
There's only one cure for this body of mine
That's to have that girl that I love so fine

[Verse 4]
She touched my hand, what a chill I got
Her lips are like a volcano that's hot
I'm proud to say that she's my buttercup
I'm in love, I'm all shook up
Mm, ooh, yeah, yeah

[Outro]
Mm, ooh, yeah, yeah
I'm all shook up7Embed"
20,An American Trilogy,"An American Trilogy Lyrics[Verse 1 - Dixie]
Oh I wish I was in the land of cotton
Old times there are not forgotten
Look away, look away, look away Dixieland
Oh I wish I was in Dixie, away, away
In Dixieland I take my stand to live and die in Dixie
Because Dixieland, that's where I was born
Early Lord one frosty morning
Look away, look away, look away Dixieland

[Verse 2 - The Battle Hymn of the Republic]
Glory, glory hallelujah
Glory, glory hallelujah
Glory, glory hallelujah
His truth is marching on
[Verse 3 - All My Trials]
So hush little baby
Don't you cry
You know your daddy's bound to die
But all my trials, Lord will soon be over


Glory, glory hallelujah
His truth is marching on
His truth is marching on3Embed"
21,A Little Less Conversation,"A Little Less Conversation Lyrics[Chorus]
A little less conversation, a little more action please
All this aggravation ain't satisfactionin' me
A little more bite and a little less bark
A little less fight and a little more spark
Close your mouth and open up your heart and baby satisfy me
Satisfy me, baby

[Verse 1]
Baby, close your eyes and listen to the music
Drifting through a summer breeze
It's a groovy night and I can show you how to use it
Come along with me and put your mind at ease

[Chorus]
Hey, a little less conversation, a little more action please
All this aggravation ain't satisfactionin' me
A little more bite and a little less bark
A little less fight and a little more spark
Shut your mouth and open up your heart and baby satisfy me (Satisfy me)
Satisfy me, baby (Satisfy me)
[Verse 2]
Come on baby, I'm tired of talking
Grab your coat and let's start walking
Come on, come on (Come on, come on)
Come on, come on (Come on, come on)
Come on, come on (Come on, come on)
Don't procrastinate, don't articulate
Girl it's getting late, gettin' upset waitin' around

[Chorus]
A little less conversation, a little more action please
All this aggravation ain't satisfactioning me
A little more bite and a little less bark
A little less fight and a little more spark
Shut your mouth and open up your heart and baby satisfy me (Satisfy me)
Satisfy me baby (Satisfy me)
Satisfy me girl (Come on, come on, come on, come on)
Satisfy me baby (Satisfy me)
Satisfy me (Come on, come on, come on, come on)
Satisfy me baby (Satisfy me)
Satisfy me girl (Come on, come on, come on, come on)
Satisfy me (Satisfy me)
Satisfy me baby (Come on, come on, come on, come on)
Satisfy me (Satisfy me)3Embed"
22,It’s Now Or Never,"It’s Now Or Never Lyrics[Chorus]
It's now or never
Come hold me tight
Kiss me, my darling
Be mine tonight
Tomorrow
Will be too late
It's now or never
My love won't wait

[Verse 1]
When I first saw you
With your smile so tender
My heart was captured
My soul surrendered
I spent a lifetime
Waiting for the right time
Now that you're near
The time is here at last
[Chorus]
It's now or never
Come hold me tight
Kiss me, my darling
Be mine tonight
Tomorrow
Will be too late
It's now or never
My love won't wait

[Verse 2]
Just like a willow
We would cry an ocean
If we lost true love
And sweet devotion
Your lips excite me
Let your arms invite me
For who knows when
We'll meet again this way

[Chorus]
It's now or never
Come hold me tight
Kiss me, my darling
Be mine tonight
Tomorrow
Will be too late
It's now or never
My love won't wait
[Outro]
It's now or never
My love won't wait
It's now or never
My love won't wait
It's now or never
My love won't wait
It's now or never
My love won't wait1Embed"
23,Love Me,"Love Me Lyrics[Verse 1]
Treat me like a fool
Treat me mean and cruel, but love me
Wring my faithful heart
Tear it all apart, but love me (won't you love me)

[Verse 2]
Well, if you ever go
Darling, I'll be oh, so lonely
I'll be sad and blue
Crying over you, dear only

[Chorus]
I would beg and steal (beg and steal)
Just to feel (just to feel)
Your heart (I want your heart)
Beating close to mine (so close to mine)
[Verse 3]
Well, if you ever go
Darling, I'll be oh, so lonely
I'll be sad and blue
Crying over you, dear only (ooh)

[Chorus]
I would beg and steal (he would beg and steal)
Just to feel (yes, just to feel)
Your heart (I want your heart)
Beating close to mine (so close to mine)

[Verse 4]
Well, if you ever go
Darling, I'll be oh, so lonely
Beggin' on my knees
All I ask is please, please love me
Oh yeah3Embed"
24,Little Sister,"Little Sister Lyrics[Chorus]
Little sister, don't you
Little sister, don't you
Little sister, don't you kiss me once or twice
Then say it's very nice
And then you run
Little sister, don't you do what your big sister done

[Verse 1]
Well, I dated your big sister
And I took her to a show
I went for some candy
Along came Jim Dandy
And they snuck right out the door

[Chorus]
Little sister, don't you
Little sister, don't you
Little sister, don't you kiss me once or twice
Then say it's very nice
And then you run
Little sister, don't you do what your big sister done
[Verse 2]
Every time I see your sister
Well, she's got somebody new
She's mean and she's evil
Like that little ol' boll weevil
Guess I'll try my luck with you

[Chorus]
Little sister, don't you
Little sister, don't you
Little sister, don't you kiss me once or twice
Then say it's very nice
And then you run
Little sister, don't you do what your big sister done

[Verse 3]
Well, I used to pull your pigtails
And pinch your turned-up nose
But you been a-growing
And baby, it's been showing
From your head down to your toes

[Chorus]
Little sister, don't you
Little sister, don't you
Little sister, don't you kiss me once or twice
Then say it's very nice
And then you run
Little sister, don't you do what your big sister done
[Outro]
Little sister, don't you do what your big sister done
Little sister, don't you do what your big sister doneEmbed"
25,Return to Sender,"Return to Sender Lyrics[Intro]
Return to sender
Return to sender

[Verse 1]
I gave a letter to the postman
He put it his sack
Bright in early next morning
He brought my letter back

[Chorus]
(She wrote upon it)
Return to sender
Address unknown
No such number
No such zone
We had a quarrel
A lover's spat
I write I'm sorry
But my letter keeps coming back

[Verse 2]
So then I dropped it in the mailbox
And sent it special D
Bright in early next morning
It came right back to me

[Chorus]
(She wrote upon it)
Return to sender
Address unknown
No such person
No such zone

[Bridge]
This time I'm gonna take it myself
And put it right in her hand
And if it comes back the very next day
Then I'll understand

[Chorus]
(The writing on it)
Return to sender
Address unknown
No such number
No such zone
Return to sender
Return to sender
Return to sender
Return to senderEmbed"
26,That’s All Right,"That’s All Right Lyrics[Chorus]
Well, that's all right, mama
That's all right for you
That's all right mama, just anyway you do
Well, that's all right, that's all right
That's all right now mama, anyway you do

[Verse 1]
Well Mama, she done told me
Papa done told me too
Son, that girl you're fooling with
She ain't no good for you
But, that's all right, that's all right
That's all right now mama, anyway you do

[Instrumental break]
[Verse 2]
I'm leaving town, baby
I'm leaving town for sure
Well, then you won't be bothered with
Me hanging around your door
But that's all right, that's all right
That's all right now mama, anyway you do

[Outro]
Ah da da dee dee dee dee, dee dee dee dee, dee dee dee dee
I need your lovin'
That's all right
That's all right now mama, anyway you doEmbed"
27,Don’t,"Don’t Lyrics[Verse 1]
Don't, don't, that's what you say
Each time that I hold you this way
When I feel like this and I want to kiss you
Baby, don't say don't
Don't don't

[Verse 2]
Don't, don't leave my embrace
For here in my arms is your place
When the night grows cold and I want to hold you
Baby, don't say don't
Don't don't don't

[Verse 3]
If you think that this is just a game
I'm playing
If you think that I don't mean
Every word I'm saying
Don't, don't, don't, don't
Don't feel that way
I'm your love and yours I will stay
[Outro]
This you can believe
I will never leave you
Heaven knows I won't
Baby, don't say don't
Don't please don'tEmbed"
28,The Wonder of You,"The Wonder of You LyricsWhen no one else can understand me
When everything I do is wrong
You give me hope and consolation
You give me strength to carry on
And you're always there to lend a hand
In everything I do
That's the wonder
The wonder of you

And when you smile the world is brighter
You touch my hand and I'm a king
Your kiss to me is worth a fortune
Your love for me is everything
I'll guess I'll never know the reason why
You love me as you do
That's the wonder
The wonder of you
I'll guess I'll never know the reason why
You love me as you do
That's the wonder
The wonder of you3Embed"
29,Wooden Heart,"Wooden Heart Lyrics[Verse 1]
Can't you see I love you
Please don't break my heart in two
That's not hard to do
'Cause I don't have a wooden heart

And if you say goodbye
Then I know that I would cry
Maybe I would die
'Cause I don't have a wooden heart

There's no strings upon this love of mine
It was always you from the start

Treat me nice, treat me good
Treat me like you really should
'Cause I'm not made of wood
And I don't have a wooden heart
[Verse 2]
Muss i denn, muss i denn
Zum Stadtele hinaus
Stadtele hinaus
Und du, mein Schatz, bleibst hier?
There's no strings upon this love of mine
It was always you from the start

[Verse 3]
Sei mir gut, sei mir gut
Sei mir wie du wirklich sollst
Wie du wirklich sollst
'Cause I don't have a wooden heart1Embed"
30,Viva Las Vegas,"Viva Las Vegas Lyrics[Verse 1]
Bright light city going to set my soul
Going to set my soul on fire
Got a whole lot of money that's ready to burn
So get those stakes up higher
There's a thousand pretty women waiting out there
And they're all living the devil may care
And I'm just the devil with love to spare
Viva Las Vegas, Viva Las Vegas

[Verse 2]
How I wish that there were more
Than the twenty-four hours in the day
Even if there were forty more
I wouldn't sleep a minute away
Oh, there's black jack and poker and the roulette wheel
A fortune won and lost on every deal
All you need's a strong heart and a nerve of steel
Viva Las Vegas, Viva Las Vegas
[Verse 3]
Viva Las Vegas with you neon flashing
And your one arm bandits crashing
All those hopes down the drain
Viva Las Vegas turning day into nighttime
Turning night into daytime
If you see it once
You'll never be the same again

[Verse 4]
I'm going to keep on the run
I'm going to have me some fun
If it costs me my very last dime
If I wind up broke oh well
I'll always remember that I had a swinging time
I'm gonna give it everything I've got
Lady luck please let the dice stay hot
Let me shoot a seven with every shot
Viva Las Vegas, Viva Las Vegas
Viva Las Vegas
Viva, Viva Las Vegas1Embed"
